page,hits,unique_ips,unique_browsers
"/~ycao/Github_link",1,1,1
"/~ycao/Github_link/",1,1,1
"/~rbelachew/index.php",23,2,3
"/~rbelachew/gallery.html",2,1,1
"/~eblascu/index.php",1,1,1
"/~ycao/web_search.php",3,1,1
"/~ycao/add.php",2,2,2
"/~ycao/minus.php",23,3,3
"/~ycao/kchoi_error_log.txt",2,1,2
"/~ycao/kchoi_access_log.txt",2,1,2
"/~achernii/public_html",1,1,1
"/~achernii/index.php",82,2,3
"/~achernii/test.php",1,1,1
"/css/style.css",1,1,1
"/js/auth_tools.js",5,2,2
"/img/logo.png",5,2,2
"/imprint.php",1,1,1
"/~achernii/js/auth_tools.js",246,2,3
"/~achernii/imprint.php",10,1,2
"/~achernii/queries.php",24,2,2
"/~achernii/query/threads_by_category.php",3,1,1
"/~achernii/signin.php",45,2,3
"/~achernii/query/feedback.php",4,1,2
"/~achernii/query/reported_posts.php",3,1,1
"/~achernii/query/entity_description.php",2,1,2
"/~achernii/add/moderator.php",2,1,1
"/~naliyev/bookreviews_input_site/signin_process.php",4,1,1
"/~achernii/signup.php",11,1,2
"/~achernii/add/user.php",1,1,1
"/~achernii/add/reaction.php",1,1,1
"/~achernii/add/targets.php",1,1,1
"/~kkonark",1,1,1
"/~kkonark/HW4/index.html",2,2,2
"/~kkonark/HW4/style.css",2,2,2
"/~kkonark/HW5/maintenance.php",4,2,2
"/~kkonark/HW5/style.css",1,1,1
"/~ntaha/input/seat.php",1,1,1
"/~anmata/",20,3,6
"/~anmata/test_logger.php",17,3,6
"/~anmata/logs/analyze_logs.php",14,2,2
"/categories/add",3,1,1
"/products/add",2,1,1
"/~rcozmolici/index.html",1,1,1
"/~rcozmolici/login.html",1,1,1
"/~iDzneladze",1,1,1
"/~iDzneladze/",1,1,1
"/~rjashari/",1,1,1
"/~rjashari/db_connection.py",1,1,1
"/~malgatay",1,1,1
"/~malgatay/",7,2,1
"/~azinovev//",1,1,1
"/~azinovev//css/style.css",1,1,1
"/~azinovev//img/fittrack-pro-logo.svg",1,1,1
"/~lmoldovan/",1,1,1
"/~lmoldovan/The-flask-app/templates/",1,1,1
"/static/style.css",1,1,1
"/static/campus_logo.png",1,1,1
"/maintenance",2,1,1
"/~sbugniht/",1,1,1
"/~malgatay/style.css",27,3,1
"/~malgatay/imprint.html",11,3,1
"/~malgatay/index.html",22,3,1
"/~malgatay/maintenance.html",26,3,1
"/~malgatay/input_event.php",6,2,1
"/~malgatay/input_users.php",11,2,1
"/~malgatay/post_search.html",1,1,1
"/~malgatay/event_search.html",5,1,1
"/~malgatay/event_search.php",31,3,1
"/~malgatay/test_db.php",1,1,1
"/~malgatay/event_results.php",8,1,1
"/~malgatay/post_search.php",15,3,1
"/~malgatay/post_results.php",5,1,1
"/~malgatay/input_posts.php",8,2,1
"/~malgatay/input_category.php",6,1,1
"/~malgatay/input_posttype.php",4,2,1
"/~malgatay/input_event_category.php",2,1,1
"/~malgatay/rsvp_search.php",11,2,1
"/~malgatay/input_rsvpstatus.php",1,1,1
"/~malgatay/user_search.php",2,1,1
"/~malgatay/user_results.php",1,1,1
"/~malgatay/user_detail.php",1,1,1
"/~malgatay/list_roles.php",3,1,1
"/~malgatay/list_users.php",3,1,1
"/~malgatay/rsvp_detail.php",3,1,1
"/~malgatay/rsvp_results.php",1,1,1
"/~malgatay/input_user.php",2,2,1
"/~eyavuz/api/search.php",40,2,1
"/~eyavuz/index.html",8,2,1
"/~eyavuz/imprint.html",1,1,1
"/~eyavuz/style.css",2,2,1
"/~eyavuz/maintenance.html",1,1,1
"/~eyavuz/player.html",17,1,1
"/~eyavuz/api/player.php",19,1,1
"/~tkazim/",1,1,1
"/~sgasimova/",1,1,1
"/~nakhoga/",1,1,1
"/~acherni",1,1,1
"/~ycao/wasin_access_log.txt",2,1,2
"/~ycao/wasin_error_log.txt",2,1,2
"/~malgatay/about.html",3,1,1
"/~nakbogha/",1,1,1
"/~abanskota",1,1,1
"/~abanskota/",3,1,1
"/~abanskota/style.css",3,1,1
"/HW4/img/UACS_logo.png",4,1,1
"/~hessahli/input_category.html",1,1,1
"/~hessahli/input_listing.html",1,1,1
"/~hessahli/input_housing_listing.html",1,1,1
"/~hessahli/input_sales_listing.html",1,1,1
"/~hessahli/input_contact.html",1,1,1
"/~hessahli/maintenance.html",1,1,1
"/~hessahli/hw08/parse_logs.php",4,1,1
"/~myolchiyev/",26,1,1
"/~abanskota/imprint.html",1,1,1
"/~abanskota/img/UACS_logo.png",1,1,1
"/HW5/maintenance.html",3,1,1
"/~abanskota/index.html",1,1,1
"/HW6/index.html",1,1,1
"/HW5/insert_request.html",1,1,1
"/~naliyev/bookreviews_input_site/abc123.php",1,1,1
"/~myolchiyev/portal_style.css",19,1,1
"/~myolchiyev/HW4/img/UACS_logo.png",19,1,1
"/~myolchiyev/HW6/index.html",1,1,1
"/~myolchiyev/HW5/maintenance.html",1,1,1
"/~naliyev/log_stats.php",7,1,1
"/~naliyev/page_stats.csv",4,1,1
"/~naliyev/access_timeline.csv",1,1,1
"/~naliyev/error_timeline.csv",1,1,1
"/~naliyev/error_types.csv",1,1,1
"/~achernii/signin_page.php",18,1,2
"/~achernii/logger/logger.php",2,1,1
"/~naliyev/bookreviews_input_site/page_stats.csv",1,1,1
"/~achernii/query/most_liked_threads.php",1,1,1
"/~achernii/add/thread.php",1,1,1
"/~achernii/add/feedback.php",1,1,1
"/~naliyev/bookreviews_input_site/error_types.csv",1,1,1
